,Username,Link,Text,Human,Date
,dicky38581,https://www.tiktok.com/@dicky38581,lebih murah ya di banding di offline store nya,Positif,23/04/2023
,user5561409521665,https://www.tiktok.com/@user5561409521665,"mbak, kok ongkos kirim nya mahal sekali ya ke Bojonegoro, Jawa Timur",Negatif,23/04/2023
,jayalie69,https://www.tiktok.com/@jayalie69,tolong lah benarkan itu kualitas parfum nya bikin gatel dan panas di kulit,Negatif,23/04/2023
,shary_89,https://www.tiktok.com/@shary_89,anggun banget wangi nya,Positif,23/04/2023
,johanisppatty,https://www.tiktok.com/@johanisppatty,pesanan aku gak sampai-sampai gimana ini,Negatif,22/04/2023
,nandesphnnandes6,https://www.tiktok.com/@nandesphnnandes6,"wangi nya enak banget sumpah, pasangan aku aja sampai gak mau jauh",Positif,22/04/2023
,samsulbae612s,https://www.tiktok.com/@samsulbae612s,bisa ga sih ongkos kirim nya di kurangin yang sekarang mahal banget massa lebih mahl dari parfum nya,Negatif,22/04/2023
,kastimm,https://www.tiktok.com/@kastimm,"cowok aku pakai yang black edition, gentleman banget aroma nya enak dan buat nyaman",Positif,22/04/2023
,hasanpencor5,https://www.tiktok.com/@hasanpencor5,wangi nya tahan seharian di pakai naik motor emang mantap nih parfum,Positif,22/04/2023
,rohmatsejati,https://www.tiktok.com/@rohmatsejati,"isian nya ga penuh, padahal baru sampai",Negatif,22/04/2023
,edopmu,https://www.tiktok.com/@edopmu,lama banget asli datang nya,Negatif,22/04/2023
,herian65,https://www.tiktok.com/@herian65,pengemasan nya buruk banget ga ada pengaman botol nya sama sekali,Negatif,22/04/2023
,difafafa,https://www.tiktok.com/@difafafa,"aku pakai olahraga, masih kecium wangi nya",Positif,21/04/2023
,putramasamajaya,https://www.tiktok.com/@putramasamajaya,saking enak dan bikin nyaman teman-teman sekolah aku sampai pada nanya parfum yang aku pakai,Positif,21/04/2023
,user3762702161024,https://www.tiktok.com/@user3762702161024,wangi nya sama persis kayak yang dipakai aku emang iklan nya ga pernah bohong keren deh morris,Positif,21/04/2023
,artiswedding,https://www.tiktok.com/@artiswedding,bahan botol nya buruk banget pas sampai langsung pecah,Negatif,21/04/2023
,jerryjuan4,https://www.tiktok.com/@jerryjuan4,"harum wangi nya, botol parfum nya juga cantik-cantik",Positif,21/04/2023
,munadzirah_170514,https://www.tiktok.com/@munadzirah_170514,"udah ada banyak botol parfum Morris di meja kamar aku, karena memang se-suka itu",Positif,21/04/2023
,alifaalifa379,https://www.tiktok.com/@alifaalifa379,"kemarin aku beli satu, mama aku juga suka, jadi beli lagi deh",Positif,21/04/2023
,rahmanradiansiah,https://www.tiktok.com/@rahmanradiansiah,mudah hilang ah wangi nya,Negatif,21/04/2023
,poncollili607,https://www.tiktok.com/@poncollili607,mau nanya ka ongkos kirim ke bali berapa ka,Netral,21/04/2023
,edoy_pengky,https://www.tiktok.com/@edoy_pengky,mahal di ongkos kirim nya,Negatif,21/04/2023
,danisidsenja,https://www.tiktok.com/@danisidsenja,mantap betul wangi nya aku suka sama yang metropolis,Positif,20/04/2023
,makan_yukges,https://www.tiktok.com/@makan_yukges,"mantap, ini yang gold enak banget",Positif,20/04/2023
,amatamat7995,https://www.tiktok.com/@amatamat7995,"kak, aku sudah order 6 hari yang lalu, kok tulisan nya masih menunggu kurir? Kata nya bakal dibatalin",Negatif,20/04/2023
,erwin_dharmawan,https://www.tiktok.com/@erwin_dharmawan,"kemarin beli Morris tiga puluh tiga ribu, kak, sekarang naik jadi empat puluh tujuh ribu",Negatif,20/04/2023
,pida006,https://www.tiktok.com/@pida006,"aku kemarin sempat beli, kak, tapi paket hilang pas pengiriman",Negatif,20/04/2023
,vagetos8930911361128,https://www.tiktok.com/@vagetos8930911361128,sekelas Morris cuma mikirin untung tanpa mikirin kepuasan pelanggan nya,Negatif,20/04/2023
,maxximin72,https://www.tiktok.com/@maxximin72,"aku udah borong, kak, keluarga aku semua nya suka varian morris",Positif,20/04/2023
,abdul_mutolib09,https://www.tiktok.com/@abdul_mutolib09,"promo di online shop lebih murah, kayak di Indomaret empat puluh lima ribu, di online shop dua puluh delapan ribu",Positif,20/04/2023
,sitisaira187,https://www.tiktok.com/@sitisaira187,"aku di Malaysia, beli metropolis wangi sangat",Positif,19/04/2023
,mulyaniraydixit,https://www.tiktok.com/@mulyaniraydixit,Kok isi nya gak penuh,Negatif,19/04/2023
,guru_3t,https://www.tiktok.com/@guru_3t,gila sih ini wangi nya enak banget,Positif,19/04/2023
,pramana_reza_,https://www.tiktok.com/@pramana_reza_,langganan Morris karena wangi nya segar-segar,Positif,19/04/2023
,adenurjanah11,https://www.tiktok.com/@adenurjanah11,Lama banget pengantaran,Negatif,19/04/2023
,siharyati411,https://www.tiktok.com/@siharyati411,pengiriman lama,Negatif,19/04/2023
,aradik123,https://www.tiktok.com/@aradik123,"aku Jakarta Barat juga, tapi kok ga dikirim-kirim juga ya, kak",Negatif,19/04/2023
,nurulnisa2406,https://www.tiktok.com/@nurulnisa2406,ongkos kirim nya mahal banget,Negatif,19/04/2023
,tobu123456,https://www.tiktok.com/@tobu123456,emang wangi banget parfum ini,Positif,19/04/2023
,irsanleosaputra,https://www.tiktok.com/@irsanleosaputra,"masa? aku pakai, tapi wangi nya cepat hilang",Negatif,19/04/2023
,www.tiktok.comramlah87,https://www.tiktok.com/@www.tiktok.comramlah87,Morris Indonesia emang terbaik,Positif,18/04/2023
,kingiclik_77,https://www.tiktok.com/@kingiclik_77,Tetap Morris di era gempuran grey dan hrny,Positif,18/04/2023
,purkonsehat,https://www.tiktok.com/@purkonsehat,"lumayan lah aroma nya, tapi cepat bosan",Negatif,18/04/2023
,jaenudin661,https://www.tiktok.com/@gonderong45,nunggu kurir lima hari,Negatif,18/04/2023
,ranti1550,https://www.tiktok.com/@ranti1550,"suka yang aquatic, wangi nya manly banget",Positif,18/04/2023
,alvin.al.buchori,https://www.tiktok.com/@alvin.al.buchori,wangi nya asik banget buat maen sama teman,Positif,18/04/2023
,hadibambu_jaya0,https://www.tiktok.com/@hadibambu_jaya0,"baru sampai, tapi tutup nya pecah",Negatif,18/04/2023
,zivankzo,https://www.tiktok.com/@zivankzo,baru kali ini beli parfum ga dapat box dan pengemasan nya jelek asli,Negatif,18/04/2023
,sartiansaleppang,https://www.tiktok.com/@sartiansaleppang,"baru kali ini pesan barang kurang satu, biasa nya ngga",Negatif,18/04/2023
,haiardi13,https://www.tiktok.com/@haiardi13,saran varian yang bad boy ka,Netral,17/04/2023
,user6608133112231,https://www.tiktok.com/@user6608133112231,"botol retak, padahal di bubble wrap satu per satu",Negatif,17/04/2023
,sarimiisidoa,https://www.tiktok.com/@sarimiisidoa,ada alkohol nya kak?,Netral,17/04/2023
,edelweiss__11,https://www.tiktok.com/@edelweiss__11,saran varian yang ada di alfamart ka,Netral,17/04/2023
,bliketutagus88,https://www.tiktok.com/@bliketutagus88,pakai parfum ini biar gampang dapat jodoh,Positif,17/04/2023
,adzrin57,https://www.tiktok.com/@adzrin57,"ongkos kirim nya kemahalan, kak",Negatif,16/04/2023
,zaqistory23,https://www.tiktok.com/@zaqistory23,daerah mana ka?,Netral,16/04/2023
,jagoanbabehh_,https://www.tiktok.com/@jagoanbabehh_,metropolis buat di dalam ruangan apa di luar ruangan ka,Netral,16/04/2023
,user6143130856521,https://www.tiktok.com/@user6143130856521,"bismillah semoga aku dapat, aamiin",Positif,16/04/2023
,adunanwar,https://www.tiktok.com/@adunanwar,"Assalamualaikum, aku udah beli nih kak wangi nya enak banget aku suka sama yang aquatic",Positif,16/04/2023
,sarapudinudin1,https://www.tiktok.com/@sarapudinudin1,"isi nya kok ga full ya, seperti sudah dipakai",Negatif,16/04/2023
,dwiwahyuni5528,https://www.tiktok.com/@dwiwahyuni5528,"biasa aja wangi nya, gak yang enak banget",Negatif,16/04/2023
,analanang419,https://www.tiktok.com/@analanang419,Saya sangat kecewa dengan pelayanan pelanggan yang buruk,Negatif,15/04/2023
,wannn.16,https://www.tiktok.com/@wannn.16,"yang biru wangi nya enak banget,kak , saya suka, bismillah dapat morris gratis",Positif,15/04/2023
,irwan_135790,https://www.tiktok.com/@irwan_135790,"saya pesan nya pure romantic, yang datang nya midnight love",Negatif,15/04/2023
,msglowkalimantan,https://www.tiktok.com/@msglowkalimantan,"wangi nya enak, lembut, segar, seperti parfum berkelas",Positif,15/04/2023
,afdalfiransyah6,,"wangi nya belum juga satu jam, sudah hilang",Negatif,15/04/2023
,afdalfiransyah6,https://www.tiktok.com/@afdalfiransyah6,aroma nya tajam banget bikin pusing kepala,Negatif,15/04/2023
,risamia56,https://www.tiktok.com/@afdalfiransyah6,"botol nya elegan, seperti botol parfum mahal",Positif,15/04/2023
,rifqohsufi,https://www.tiktok.com/@rifqohsufi,estimasi pengiriman nya lama banget,Negatif,15/04/2023
,cucum1217,https://www.tiktok.com/@cucum1217,"wangi nya kalem, dengan harga segitu mantap",Positif,14/04/2023
,wanpiro9,https://www.tiktok.com/@wanpiro9,suka banget sama wangi nya,Positif,14/04/2023
,selfi_76c,https://www.tiktok.com/@selfi_76c,lima sampai sepuluh menit sudah gak ada bau nya,Negatif,14/04/2023
,fsjabw,https://www.tiktok.com/@fsjabw,"gak enak, cepat hilang juga aroma nya",Negatif,14/04/2023
,mfazilah304,https://www.tiktok.com/@mfazilah304,kurang puas,Negatif,14/04/2023
,jamalabnas,https://www.tiktok.com/@jamalabnas,wow emang se-harum itu Morris,Positif,14/04/2023
,liyasusanty02,https://www.tiktok.com/@liyasusanty02,"aku pakai kak, wangi banget",Positif,14/04/2023
,egi_mabu,https://www.tiktok.com/@egi_mabu,barang tidak sesuai dengan keinginan aku,Negatif,13/04/2023
,alfianfian1811,https://www.tiktok.com/@alfianfian1811,"kelamaan di toko nya, gak dikirim-kirim",Negatif,13/04/2023
,user363293705130,https://www.tiktok.com/@user363293705130,"kena di baju putih dia bercak kuning, aroma nya juga gak tahan lama",Negatif,13/04/2023
,sawitrirahmadani3,https://www.tiktok.com/@sawitrirahmadani3,wangi-wangi semua parfum nya,Positif,13/04/2023
,wiwinwinda280,https://www.tiktok.com/@wiwinwinda280,meninggalkan jejak di baju jadi kuning semua baju aku kak,Negatif,13/04/2023
,yeahmntp,https://www.tiktok.com/@yeahmntp,aku semprot di baju jadi kuning baju aku parah banget,Negatif,13/04/2023
,afiqabiancaa,https://www.tiktok.com/@afiqabiancaa,bau tidak sesuai ekspektasi,Negatif,13/04/2023
,user8440358149637,https://www.tiktok.com/@user8440358149637,kalo kena baju kaos bisa kuning kaya parfum murahan,Negatif,13/04/2023
,user8873158781961,https://www.tiktok.com/@user8873158781961,harum nya gak seperti yang aku beli di Alfamart,Negatif,13/04/2023
,sriwarnidawati3,https://www.tiktok.com/@sriwarnidawati3,"cantik banget botol nya, wangi nya juga harum",Positif,13/04/2023
,yusupjaelani78,https://www.tiktok.com/@yusupjaelani78,wangi nya asik banget buat jalan jalan sama keluarga,Positif,13/04/2023
,alfianfian1811,https://www.tiktok.com/@alfianfian1811,"parah banget, aku malah dikirim woody dua-dua nya",Negatif,13/04/2023
,akashalwinism,https://www.tiktok.com/@moritzhau779,"mantap banget sih ini, emang wangi banget varian metropolis nya",Positif,12/04/2023
,rendiafriansah885,https://www.tiktok.com/@rendiafriansah885,metropolis bikin baju putih aku kuning kena parfum nya jadi kecewa sama moris,Negatif,12/04/2023
,muliyadi994,https://www.tiktok.com/@muliyadi994,"bau nya gak enak banget, terus gak tahan lama lagi",Negatif,12/04/2023
,trimo5008,https://www.tiktok.com/@trimo5008,jangan percaya iklan nya bohong,Negatif,12/04/2023
,user8766958022907,https://www.tiktok.com/@user8766958022907,"mantap, elegan dan lembut banget wangi nya",Positif,12/04/2023
,lennysikumbang221185,https://www.tiktok.com/@lennysikumbang221185,"pengiriman lama, padahal jasa pengiriman express",Negatif,12/04/2023
,kulokokos,https://www.tiktok.com/@kulokokos,aku bayar make gopay lebih mahal,Negatif,12/04/2023
,user9113490876802,https://www.tiktok.com/@user9113490876802,kemahalan buat ukuran parfum lokal,Negatif,12/04/2023
,adekamaludinkamal,https://www.tiktok.com/@adekamaludinkamal,"yang bener? aku udah beli, gak tahan lama tapi tuh wangi nya",Negatif,12/04/2023
,dwialifapriliano,https://www.tiktok.com/@dwialifapriliano,sweet banget aroma nya aku suka emang mantap,Positif,12/04/2023
,penjahitprima1,https://www.tiktok.com/@penjahitprima1,"toko gak amanah, karyawan nya kerja nya lama",Negatif,12/04/2023
,agilnihkidsaenggoldong,https://www.tiktok.com/@agilnihkidsaenggoldong,"aroma nya enak-enak, dari dulu suka sama parfum Morris",Positif,12/04/2023
,cangrahman71,https://www.tiktok.com/@cangrahman71,"sangat kecewa, aku beli nya 3, tapi yang dikirim cuma 1",Negatif,12/04/2023
,user461239977998,https://www.tiktok.com/@user461239977998,sudah berapa hari gak dikirim-kirim,Negatif,12/04/2023
,triztanrize,https://www.tiktok.com/@triztanrize,"sudah beli, enak banget wangi nya, tahan lama pula",Positif,11/04/2023
,kamal_acehselatan1,https://www.tiktok.com/@kamal_acehselatan1,"barang aku kapan dikirim, lama banget",Negatif,11/04/2023
,farhaanwar19,https://www.tiktok.com/@farhaanwar19,"mantap, bikin kecanduan wangi nya",Positif,11/04/2023
,robertmorisonhtgalung,https://www.tiktok.com/@robertmorisonhtgalung,"sekali semprot, tiga detik wangi nya hilang",Negatif,11/04/2023
,vanialaiaaurora,https://www.tiktok.com/@vanialaiaaurora,mau dong parfum lokal terenak ini kak,Positif,11/04/2023
,koreanbagstore,https://www.tiktok.com/@koreanbagstore,sudah pakai dari dulu ga mau perpindah ke parfum lain,Positif,11/04/2023
,itasitra,https://www.tiktok.com/@itasitra,paket aku sudah 7 hari belum dikirim juga,Negatif,11/04/2023
,srisudarsih53,https://www.tiktok.com/@srisudarsih53,"wangi kue, bikin pusing",Negatif,11/04/2023
,user3661695792353,https://www.tiktok.com/@user3661695792353,BIKIN KETAGIHAN WANGI NYA EMANG PARFUM LOKAL NOMER 1,Positif,11/04/2023
,ardhany.nd,https://www.tiktok.com/@ardhany.nd,Mantap lah morris dari dulu semua varian nya aku suka,Positif,11/04/2023
,yanipurbalingga2,https://www.tiktok.com/@yanipurbalingga2,"wangi nya aneh, ga seperti biasa nya, jadi takut beli lagi",Negatif,11/04/2023
,aliuslius295,https://www.tiktok.com/@aliuslius295,sangat disarankan untuk beli harga nya murah tapi kualitas mahal,Positif,11/04/2023
,mmhndha182,https://www.tiktok.com/@mmhndha182,"wangi nya kurang, kebanyakan alkohol nya",Negatif,11/04/2023
,bosdjarot,https://www.tiktok.com/@bosdjarot,"wangi sih parfum nya, tapi sayang cepat hilang",Negatif,11/04/2023
,marshalie777,https://www.tiktok.com/@marshalie777,agak nyengat pas awal,Negatif,11/04/2023
,nilasari1912,https://www.tiktok.com/@nilasari1912,"wangi nya beneran bikin candu banget, aku suka banget sama varian aquatic",Positif,11/04/2023
,subarti4,https://www.tiktok.com/@subarti4,pengemasan rusak,Negatif,11/04/2023
,putrairwan830.gmailcom,https://www.tiktok.com/@putrairwan830.gmailcom,lain waktu beli lagi udah cocok sama aroma nya nikmat dan enak banget,Positif,11/04/2023
,pattanda99,https://www.tiktok.com/@pattanda99,"suka banget, harum",Positif,11/04/2023
,raja_pangosau,https://www.tiktok.com/@raja_pangosau,"jauh dari ekspektasi, dikira wangi dan tahan lama, ternyata biasa-biasa aja",Negatif,11/04/2023
,papiargieathar,https://www.tiktok.com/@papiargieathar,pengemasan nya sering rusak,Negatif,11/04/2023
,pp.kamboja86,https://www.tiktok.com/@pp.kamboja86,Layanan pengiriman nya tidak profesional,Negatif,10/04/2023
,gunawanhitanto,https://www.tiktok.com/@gunawanhitanto,Pengalaman berbelanja aku di sini buruk karena lama dalam pengiriman nya,Negatif,10/04/2023
,nhatan067,https://www.tiktok.com/@nhatan067,toko penipu iklan nya bohong semua,Negatif,10/04/2023
,bulik.atin,https://www.tiktok.com/@bulik.atin,di pengiriman nya jangan lama-lama dong jelek banget massa penggiriman 2 minggu,Negatif,10/04/2023
,bogel_.5,https://www.tiktok.com/@bogel_.5,"tahan lama nih parfum, aku aja beli, murah",Positif,09/04/2023
,novalandreyansah,https://www.tiktok.com/@novalandreyansah,"memang enak sih Morris yang itu, ketiak basah jadi kering, ketagihan wangi nya cool dan segar",Positif,09/04/2023
,abellabella43,https://www.tiktok.com/@abellabella43,mau nanya ka warna botol woody apa ka,Netral,09/04/2023
,abellabella43,https://www.tiktok.com/@abellabella43,yang varian aquatic bau nya gimana ka?,Netral,09/04/2023
,mahligaicinta145,https://www.tiktok.com/@mahligaicinta145,mahal ongkos kirim nya sama harga parfum nya mahal,Negatif,08/04/2023
,.capricorn003,https://www.tiktok.com/@.capricorn003,semprotan nya sulti di gunakan,Negatif,07/04/2023
,doel9154,https://www.tiktok.com/@doel9154,Kebijakan pengembalian sangat rumit,Negatif,06/04/2023
,sevz123,https://www.tiktok.com/@sevz123,"kak, bisa bayar di tempat dong, nanti aku borong",Netral,06/04/2023
,farizallll01,https://www.tiktok.com/@farizallll01,"kak, tutorial cara pakai parfum supaya lama nempel di sekitar tubuh kita, aku peminat Morris, kak",Netral,01/04/2023
,octav_sutansayidi,https://www.tiktok.com/@octav_sutansayidi,gak menyesal beli dua sekaligus wangi banget,Positif,01/04/2023
,calonangkatanmiliterlaut,https://www.tiktok.com/@calonangkatanmiliterlaut,biasa aja wangi nya kaya parfum lokal yang murahan,Negatif,31/03/2023
,nopalex13,https://www.tiktok.com/@nopalex13,Pengiriman nya lama banget,Negatif,30/03/2023
,kuda_hitam93,https://www.tiktok.com/@kuda_hitam93,"ekslusif, mantap banget aroma nya aku suka",Positif,30/03/2023
,65t19,https://www.tiktok.com/@65t19,di Alfamart lebih murah,Negatif,29/03/2023
,ariefin23_r,https://www.tiktok.com/@ariefin23_r,rekomendasi untuk jalan-jalan apa ka?,Netral,28/03/2023
,lipo.58mlbb,https://www.tiktok.com/@lipo.58mlbb,"kak, kemarin sudah pesan, tapi salah kirim alamat, gimana kak cara ganti alamat nya?",Netral,28/03/2023
,me2t_1986,https://www.tiktok.com/@me2t_1986,ya sumpah wangi banget yang ocean breeze,Positif,27/03/2023
,799above,https://www.tiktok.com/@799above,"yang metropolis enak banget, aku pakai",Positif,26/03/2023
,orangg7780,https://www.tiktok.com/@orangg7780,saran ka vintage apa metropolis,Netral,24/03/2023
,w...y2011,https://www.tiktok.com/@w...y2011,Layanan keluhan pelanggan nya sulit dihubungi,Negatif,23/03/2023
,marlik227,https://www.tiktok.com/@marlik227,parfum nya ga layak pake leher aku jadi panas pas make ini parfum,Negatif,23/03/2023
,rhelyaurelia,https://www.tiktok.com/@rhelyaurelia,"wangi nya kurang kuat, mudah hilang",Negatif,23/03/2023
,kiinasih986,https://www.tiktok.com/@kiinasih986,dipakai keluar beberapa jam sudah hilang aja wangi nya,Negatif,23/03/2023
,fauzi_arifin79,https://www.tiktok.com/@fauzi_arifin79,toko ga modal massa beli parfum ga dapat box nya,Negatif,23/03/2023
,jimantoto6,https://www.tiktok.com/@jimantoto6,ada parfum lain yang lebih murah dari ini dan wangi nya jauh lebih enak,Negatif,23/03/2023
,ateirfan176,https://www.tiktok.com/@ateirfan176,iklan pembohong ga sesuai dengan kenyataan nya,Negatif,23/03/2023
,yantoghaluh,https://www.tiktok.com/@yantoghaluh,saran buat motoran varian apa ka,Netral,22/03/2023
,arjunaireng4644,https://www.tiktok.com/@arjunaireng4644,wangi nya manis-manis gitu aku suka deh poko nya mantap,Positif,22/03/2023
,thomastzy6,https://www.tiktok.com/@thomastzy6,selera aku banget Morris ini,Positif,22/03/2023
,eghiecintexs,https://www.tiktok.com/@eghiecintexs,"kurang cocok sama wangi nya, apalagi yang vanilla",Negatif,22/03/2023
,yanuarprihambodo,https://www.tiktok.com/@yanuarprihambodo,emang boleh se-harum ini?,Positif,22/03/2023
,ulfatr73,https://www.tiktok.com/@ulfatr73,"pelanggan setia Morris, hadir",Positif,22/03/2023
,marwandjumaati0,https://www.tiktok.com/@marwandjumaati0,"wangi nya masih ada, walaupun sudah lewat orang nya",Positif,22/03/2023
,fatbinan55,https://www.tiktok.com/@fatbinan55,lama deh pengiriman nya,Negatif,22/03/2023
,muharis188,https://www.tiktok.com/@muharis188,aku pernah nyoba parfum teman yang varian aquatic bau nya ga enak,Negatif,22/03/2023
,xxhy71,https://www.tiktok.com/@xxhy71,kata mama aku alkhol nya terlalu banyak bikin pusing kepala,Negatif,22/03/2023
,matom987,https://www.tiktok.com/@matom987,"jadi ingin coba varian lain nya,kemarin beli yang metropolis enak banget bau nya",Positif,22/03/2023
,ipunktiaman,https://www.tiktok.com/@ipunktiaman,"mau beli parfum nya, botol nya cakep banget",Positif,21/03/2023
,bustamam4321,https://www.tiktok.com/@bustamam4321,mantap Morris dari dulu aroma nya tetap di pertahankan,Positif,21/03/2023
,leosof16,https://www.tiktok.com/@leosof16,"lebih enak parfum yang sebelah, lebih murah juga",Negatif,21/03/2023
,warunggaul749,https://www.tiktok.com/@warunggaul749,aku mau nabung agar bisa borong semua varian,Positif,21/03/2023
,gudangoufitremaja,https://www.tiktok.com/@gudangoufitremaja,"biasa saja wangi nya, seperti parfum-parfum yang lain",Negatif,21/03/2023
,donakutus,https://www.tiktok.com/@donakutus,"minus di pengiriman nya, terlalu lama",Negatif,21/03/2023
,user4387326088134,https://www.tiktok.com/@user4387326088134,gak penuh isi parfum nya,Negatif,21/03/2023
,ramaanvd89v,https://www.tiktok.com/@ramaanvd89v,"bismillah kak, dapat Morris parfum adalan aku dalam beraktivitas wangi nya terbaik",Positif,21/03/2023
,nikenindahlestari,https://www.tiktok.com/@nikenindahlestari,"bukan cuma wangi nya Morris yang harum, kakak nya juga cantik",Positif,21/03/2023
,febritasari2,https://www.tiktok.com/@febritasari2,Candu banget wangi nya ga ada yang bisa nandingin wangi dari parfum morris aquatic,Positif,21/03/2023
,rejrej931,https://www.tiktok.com/@rejrej931,"kirain wangi nya bisa tahan seharian, ternyata ga",Negatif,21/03/2023
,rahmatmat178,https://www.tiktok.com/@rahmatmat178,kecewa banget yang aku pesan bau vanila tapi yang datang bau lemon,Negatif,21/03/2023
,jazhyiyyath,https://www.tiktok.com/@jazhyiyyath,jelek dan mahal parfum nya,Negatif,21/03/2023
,indopremium88,https://www.tiktok.com/@indopremium88,"udah beli dan udh pake,wangi nya lembut banget",Positif,21/03/2023
,abunaum374,https://www.tiktok.com/@abunaum374,aku juga make parfum itu wangi nya lembut banget aku suka,Positif,21/03/2023
,yarr178,https://www.tiktok.com/@yarr178,varian yang mirip ac mobil apa ka,Netral,20/03/2023
,7081n9,https://www.tiktok.com/@7081n9,enak juga wangi parfum nya,Positif,20/03/2023
,user5545729493275,https://www.tiktok.com/@user5545729493275,wangi nya segar banget aku suka,Positif,20/03/2023
,christiabunker_805,https://www.tiktok.com/@christiabunker_805,sudah delapan hari belum dikirim-kirim,Negatif,20/03/2023
,aephermawan7,https://www.tiktok.com/@aephermawan7,"aku pesan pagi, besok malam nya sudah sampai emang cepat banget pengiriman nya",Positif,20/03/2023
,failytuanmudhaosc,https://www.tiktok.com/@failytuanmudhaosc,manis-manis gitu ya wangi nya kaka aku yang cewek suka banget sama wangi nya,Positif,20/03/2023
,waodenurafni5,https://www.tiktok.com/@waodenurafni5,"sudah beli dari tiga hari yang lalu, tapi kok masih belum dijemput kurir ya",Negatif,20/03/2023
,restylamunde,https://www.tiktok.com/@restylamunde,"lah, kemarin aku beli di Hypermart lima puluh ribu di sini kok mahal banget",Negatif,20/03/2023
,henyrustandi,https://www.tiktok.com/@henyrustandi,bau nya aneh banget parfum apaan ini,Negatif,20/03/2023
,renilestari8203,https://www.tiktok.com/@renilestari8203,ga suka sama wangi nya terlalu kuat buat anak sekolah,Negatif,19/03/2023
,sangpengagum_1984,https://www.tiktok.com/@sangpengagum_1984,ga tahan lama di kulit Cuma lima belas menit tahan wanggi nya,Negatif,19/03/2023
,ganjarirfansyah7,https://www.tiktok.com/@ganjarirfansyah7,isi parfum nya bocor ke pengemasan nya,Negatif,19/03/2023
,_b.ot.t22,https://www.tiktok.com/@_b.ot.t22,kecewa sama wangi nya yang metropolis banyak banget alkohol nya,Negatif,18/03/2023
,benkzibenk,https://www.tiktok.com/@benkzibenk,sekarang sudah tidak dua puluh delapan ribu lagi ya ka?,Netral,18/03/2023
,pertamina361,https://www.tiktok.com/@pertamina361,moris terbaik untuk menemati sekolah aku,Positif,18/03/2023
,kusnaditksk,https://www.tiktok.com/@kusnaditksk,datangnya lama,Negatif,18/03/2023
,christinadio6,https://www.tiktok.com/@christinadio6,"paling enak buat sekolah sih, cowok cowok pada liatin aku pada deket deket",Positif,18/03/2023
,user4061924076845,https://www.tiktok.com/@user4061924076845,Aroma apa ya kak untuk sekolah,Netral,18/03/2023
,ardiyansyahardian3,https://www.tiktok.com/@ardiyansyahardian3,wanginya tidak tahan lama,Negatif,18/03/2023
,ivaatok,https://www.tiktok.com/@ivaatok,selalu pakai morris ga mau ganti parfum sebelum morris tutup,Positif,17/03/2023
,haqiqi_29_9,https://www.tiktok.com/@haqiqi_29_9,morris terbaik dalam keadaan apa pun tetap wangi banget,Positif,17/03/2023
,nando09481,https://www.tiktok.com/@nando09481,tetap pemenang nya yang woody wangi nya lembut banget,Positif,17/03/2023
,mamaegidya,https://www.tiktok.com/@mamaegidya,wangi nya kuat banget bikin pusing,Negatif,16/03/2023
,ayuliania6,https://www.tiktok.com/@ayuliania6,Desain produk tidak menarik dan ketinggalan zaman,Negatif,16/03/2023
,vikisaputra261n2,https://www.tiktok.com/@vikisaputra261n2,kalau rumah nya jauh gimana ka,Netral,15/03/2023
,rumi_anggari0497,https://www.tiktok.com/@rumi_anggari0497,Bahan botol nya tidak berkualitas tinggi dan mudah rusak,Negatif,15/03/2023
,papichoulii,https://www.tiktok.com/@papichoulii,saya beli di Indomaret/Alfamart wangi nya tuh enak banget tahan lama,Positif,14/03/2023
,dedehermawan019,https://www.tiktok.com/@dedehermawan019,Proses layanan lama dan tidak efisien,Negatif,14/03/2023
,pram1892,https://www.tiktok.com/@pram1892,"Metropolis, Flora Midnight, murabito, pomade emang enak banget sumpah ga bohong",Positif,13/03/2023
,destr57,https://www.tiktok.com/@destr57,morris bau nya aneh,Negatif,13/03/2023
,sitikomalasari456,https://www.tiktok.com/@sitikomalasari456,ini untuk kulit atau khusus pakaian ka?,Netral,13/03/2023
,dasengpakaomba,https://www.tiktok.com/@dasengpakaomba,wangi nya seger dan cocok banget buat olahraga di pagi hari bersama keluarga,Positif,13/03/2023
,titisirnawati,https://www.tiktok.com/@titisirnawati,yang wangi cocok buat cewe yang mana ka,Netral,12/03/2023
,user8765867881343,https://www.tiktok.com/@user8765867881343,bau varian yang batman gimana ka,Netral,12/03/2023
,eniksusilowati5,https://www.tiktok.com/@eniksusilowati5,pembayaran nya makai dana bisa ga ka,Netral,11/03/2023
,srinilawati54,https://www.tiktok.com/@srinilawati54,"sidoarjo hadir, selalu support morris buat jadi parfum lokal nomer satu",Positif,11/03/2023
,syakinaya,https://www.tiktok.com/@syakinaya,Harga nya terlalu mahal dan tidak sepadan dengan kualitas nya,Negatif,11/03/2023
,elnawati04,https://www.tiktok.com/@elnawati04,mahal banget dan biaya tambahan,Negatif,11/03/2023
,penyebaprasa,https://www.tiktok.com/@penyebaprasa,Cuman pengen nanya. Paket saya ga sampai sudah lima hari padahal jakarta - tangerang deket,Negatif,10/03/2023
,rezaasmiati,https://www.tiktok.com/@rezaasmiati,parfum aneh,Negatif,10/03/2023
,agungbrewok4,https://www.tiktok.com/@agungbrewok4,morris wangi nya elegan dan unik banget beda dari parfum yang lain,Positif,10/03/2023
